"target_end_date","location","target","observation"
2025-01-18,"frederick","Flu ED visits pct",5.37
2025-01-18,"massachusetts","Flu ED visits pct",5.62
2025-01-18,"texas","Flu ED visits pct",6.66
2025-01-18,"virginia","Flu ED visits pct",4.25
2025-01-25,"colorado-springs","Flu ED visits pct",3.92
2025-01-25,"larimer","Flu ED visits pct",4.9
2025-01-25,"bangor","Flu ED visits pct",6.16
2025-01-25,"massachusetts","Flu ED visits pct",7.79
2025-01-25,"new-bedford","Flu ED visits pct",7.6
2025-01-25,"minnesota","Flu ED visits pct",10.06
2025-01-25,"south-carolina","Flu ED visits pct",13.07
2025-01-25,"texas","Flu ED visits pct",10.29
2025-01-25,"utah","Flu ED visits pct",4.99
2025-01-25,"virginia","Flu ED visits pct",7.2
2025-02-01,"boulder","Flu ED visits pct",5.33
2025-02-01,"weld","Flu ED visits pct",7.53
2025-02-01,"marietta","Flu ED visits pct",7.99
2025-02-01,"maryland","Flu ED visits pct",9.33
2025-02-01,"frederick","Flu ED visits pct",6.38
2025-02-01,"minnesota","Flu ED visits pct",8.57
2025-02-01,"south-carolina","Flu ED visits pct",12.74
2025-02-01,"texas","Flu ED visits pct",11.95
2025-02-08,"montgomery","Flu ED visits pct",11.16
2025-02-08,"frederick","Flu ED visits pct",8.14
2025-02-08,"pittsfield","Flu ED visits pct",14.53
2025-02-08,"springfield","Flu ED visits pct",13.19
2025-02-08,"texas","Flu ED visits pct",9.29
2025-02-08,"utah","Flu ED visits pct",4.55
2025-02-15,"larimer","Flu ED visits pct",4.6
2025-02-15,"indiana","Flu ED visits pct",11.36
2025-02-15,"springfield","Flu ED visits pct",12.26
2025-02-15,"horry","Flu ED visits pct",5.22
2025-02-15,"virginia","Flu ED visits pct",9.91
2025-02-22,"boulder","Flu ED visits pct",3.95
2025-02-22,"larimer","Flu ED visits pct",4.8
2025-02-22,"marietta","Flu ED visits pct",2.36
2025-02-22,"indiana","Flu ED visits pct",9.31
2025-02-22,"pittsfield","Flu ED visits pct",9.02
2025-02-22,"charleston","Flu ED visits pct",2.56
2025-02-22,"utah","Flu ED visits pct",3.44
2025-02-22,"salt-lake-city","Flu ED visits pct",3.17
2025-03-01,"indiana","Flu ED visits pct",6.8
2025-03-01,"maine","Flu ED visits pct",6.74
2025-03-01,"harford","Flu ED visits pct",4.57
2025-03-01,"frederick","Flu ED visits pct",5.31
2025-03-01,"massachusetts","Flu ED visits pct",4.77
2025-03-01,"minnesota","Flu ED visits pct",2.75
2025-03-01,"rock-hill","Flu ED visits pct",5.07
2025-03-08,"georgia","Flu ED visits pct",2.32
2025-03-08,"indiana","Flu ED visits pct",4.83
2025-03-08,"rock-hill","Flu ED visits pct",3.64
2025-03-08,"horry","Flu ED visits pct",2.8
2025-03-15,"la-grange","Flu ED visits pct",2.35
2025-03-15,"pittsfield","Flu ED visits pct",2.57
2025-03-15,"new-bedford","Flu ED visits pct",2.82
2025-03-15,"st-paul","Flu ED visits pct",1.97
2025-03-15,"rock-hill","Flu ED visits pct",2.98
2025-03-15,"texas","Flu ED visits pct",1.97
2025-03-15,"virginia","Flu ED visits pct",3.99
2025-03-22,"la-grange","Flu ED visits pct",1.42
2025-03-22,"maryland","Flu ED visits pct",2.52
2025-03-22,"pittsfield","Flu ED visits pct",1.43
2025-03-22,"minnesota","Flu ED visits pct",1.42
2025-03-22,"rock-hill","Flu ED visits pct",0.93
2025-03-22,"horry","Flu ED visits pct",1.33
2025-03-22,"virginia","Flu ED visits pct",2.97
2025-03-29,"bangor","Flu ED visits pct",1.92
2025-03-29,"frederick","Flu ED visits pct",2.26
2025-03-29,"pittsfield","Flu ED visits pct",1.12
2025-03-29,"springfield","Flu ED visits pct",2.01
2025-03-29,"minnesota","Flu ED visits pct",1.17
2025-04-05,"pittsfield","Flu ED visits pct",0.66
2025-04-05,"new-bedford","Flu ED visits pct",1.44
2025-04-05,"el-paso","Flu ED visits pct",1.53
2025-04-12,"larimer","Flu ED visits pct",0.81
2025-04-12,"horry","Flu ED visits pct",0.46
2025-04-19,"bangor","Flu ED visits pct",0.7
2025-04-26,"boulder","Flu ED visits pct",0.65
2025-04-26,"weld","Flu ED visits pct",0.35
2025-04-26,"georgia","Flu ED visits pct",0.29
2025-04-26,"pittsfield","Flu ED visits pct",0.73
2025-04-26,"lynn","Flu ED visits pct",0.76
2025-04-26,"springfield","Flu ED visits pct",0.62
2025-04-26,"south-carolina","Flu ED visits pct",0.28
2025-04-26,"el-paso","Flu ED visits pct",1.09
2025-04-26,"virginia","Flu ED visits pct",0.75
2025-05-03,"indiana","Flu ED visits pct",0.27
2025-05-03,"maine","Flu ED visits pct",0.53
2025-05-03,"harford","Flu ED visits pct",0.32
2025-05-03,"lynn","Flu ED visits pct",0.37
2025-05-03,"springfield","Flu ED visits pct",0.37
2025-05-03,"texas","Flu ED visits pct",0.48
2025-05-03,"utah","Flu ED visits pct",0.38
2025-05-03,"ogden","Flu ED visits pct",0.36
2025-05-10,"colorado-springs","Flu ED visits pct",0.38
2025-05-10,"maryland","Flu ED visits pct",0.43
2025-05-10,"baltimore","Flu ED visits pct",0.3
2025-05-10,"frederick","Flu ED visits pct",0.65
2025-05-10,"virginia","Flu ED visits pct",0.45
2025-05-17,"colorado","Flu ED visits pct",0.39
2025-05-17,"new-bedford","Flu ED visits pct",0.18
2025-05-17,"lynn","Flu ED visits pct",0.11
2025-05-17,"utah","Flu ED visits pct",0.25
2025-05-24,"boulder","Flu ED visits pct",0.25
2025-05-24,"georgia","Flu ED visits pct",0.15
2025-05-24,"maryland","Flu ED visits pct",0.23
2025-05-24,"worcester","Flu ED visits pct",0.16
2025-05-24,"minnesota","Flu ED visits pct",0.15
2025-05-24,"st-paul","Flu ED visits pct",0.25
2025-05-24,"south-carolina","Flu ED visits pct",0.17
2025-05-24,"greenville","Flu ED visits pct",0.21
2025-05-24,"virginia","Flu ED visits pct",0.28
2025-05-31,"colorado","Flu ED visits pct",0.35
2025-05-31,"boulder","Flu ED visits pct",0.43
2025-05-31,"maine","Flu ED visits pct",0.12
2025-05-31,"pittsfield","Flu ED visits pct",0.83
2025-05-31,"new-bedford","Flu ED visits pct",0.06
2025-06-07,"colorado","Flu ED visits pct",0.18
2025-06-07,"harford","Flu ED visits pct",0.09
2025-06-07,"pittsfield","Flu ED visits pct",0.32
2025-06-07,"el-paso","Flu ED visits pct",0.47
2025-06-07,"virginia","Flu ED visits pct",0.18
2025-06-14,"colorado","Flu ED visits pct",0.12
2025-06-14,"georgia","Flu ED visits pct",0.11
2025-06-14,"maryland","Flu ED visits pct",0.13
2025-06-14,"frederick","Flu ED visits pct",0.34
2025-06-14,"springfield","Flu ED visits pct",0.08
2025-06-14,"horry","Flu ED visits pct",0.16
2025-06-14,"utah","Flu ED visits pct",0.17
2025-06-21,"colorado","Flu ED visits pct",0.1
2025-06-21,"worcester","Flu ED visits pct",0.09
2025-06-21,"texas","Flu ED visits pct",0.22
2025-06-21,"virginia","Flu ED visits pct",0.11
2025-06-28,"colorado","Flu ED visits pct",0.06
2025-06-28,"larimer","Flu ED visits pct",0.03
2025-06-28,"indiana","Flu ED visits pct",0.05
2025-06-28,"maryland","Flu ED visits pct",0.07
2025-06-28,"south-carolina","Flu ED visits pct",0.11
2025-06-28,"texas","Flu ED visits pct",0.2
2025-06-28,"el-paso","Flu ED visits pct",0.09
2025-07-05,"larimer","Flu ED visits pct",0.08
2025-07-05,"georgia","Flu ED visits pct",0.06
2025-07-05,"bangor","Flu ED visits pct",0.06
2025-07-05,"massachusetts","Flu ED visits pct",0.07
2025-07-05,"new-bedford","Flu ED visits pct",0.16
2025-07-05,"rock-hill","Flu ED visits pct",0.05
2025-07-12,"boulder","Flu ED visits pct",0.04
2025-07-12,"larimer","Flu ED visits pct",0.05
2025-07-12,"georgia","Flu ED visits pct",0.05
2025-07-12,"maine","Flu ED visits pct",0.04
2025-07-12,"frederick","Flu ED visits pct",0
2025-07-12,"massachusetts","Flu ED visits pct",0.06
2025-07-12,"new-bedford","Flu ED visits pct",0.1
2025-07-12,"worcester","Flu ED visits pct",0
2025-07-12,"st-paul","Flu ED visits pct",0.09
2025-07-12,"south-carolina","Flu ED visits pct",0.09
2025-07-12,"austin","Flu ED visits pct",0.12
2025-07-19,"colorado","Flu ED visits pct",0.03
2025-07-19,"boulder","Flu ED visits pct",0.04
2025-07-19,"georgia","Flu ED visits pct",0.06
2025-07-19,"marietta","Flu ED visits pct",0.02
2025-07-19,"cherokee","Flu ED visits pct",0.03
2025-07-19,"indiana","Flu ED visits pct",0.03
2025-07-19,"frederick","Flu ED visits pct",0
2025-07-19,"pittsfield","Flu ED visits pct",0
2025-07-19,"new-bedford","Flu ED visits pct",0.08
2025-07-19,"lynn","Flu ED visits pct",0.08
2025-07-19,"south-carolina","Flu ED visits pct",0.05
2025-07-19,"rock-hill","Flu ED visits pct",0.05
2025-07-26,"boulder","Flu ED visits pct",0.04
2025-07-26,"larimer","Flu ED visits pct",0
2025-07-26,"cherokee","Flu ED visits pct",0.09
2025-07-26,"portland","Flu ED visits pct",0.04
2025-07-26,"maryland","Flu ED visits pct",0.07
2025-07-26,"ogden","Flu ED visits pct",0.1
2025-07-26,"virginia","Flu ED visits pct",0.07
2025-08-02,"georgia","Flu ED visits pct",0.05
2025-08-02,"montgomery","Flu ED visits pct",0.07
2025-08-02,"new-bedford","Flu ED visits pct",0.09
2025-08-09,"georgia","Flu ED visits pct",0.07
2025-08-09,"indiana","Flu ED visits pct",0.04
2025-08-09,"maine","Flu ED visits pct",0.06
2025-08-09,"maryland","Flu ED visits pct",0.06
2025-08-09,"utah","Flu ED visits pct",0.1
2025-08-16,"georgia","Flu ED visits pct",0.08
2025-08-16,"marietta","Flu ED visits pct",0.04
2025-08-16,"indiana","Flu ED visits pct",0.03
2025-08-16,"maryland","Flu ED visits pct",0.07
2025-08-16,"massachusetts","Flu ED visits pct",0.04
2025-08-16,"new-bedford","Flu ED visits pct",0.12
2025-08-16,"horry","Flu ED visits pct",0.11
2025-08-16,"texas","Flu ED visits pct",0.18
2025-08-16,"utah","Flu ED visits pct",0.06
2025-08-23,"colorado","Flu ED visits pct",0.04
2025-08-23,"cherokee","Flu ED visits pct",0.06
2025-08-23,"henry","Flu ED visits pct",0.05
2025-08-23,"frederick","Flu ED visits pct",0.07
2025-08-23,"massachusetts","Flu ED visits pct",0.05
2025-08-23,"lynn","Flu ED visits pct",0
2025-08-23,"worcester","Flu ED visits pct",0.05
2025-08-23,"minnesota","Flu ED visits pct",0.09
2025-08-23,"south-carolina","Flu ED visits pct",0.09
2025-08-23,"florence","Flu ED visits pct",0.06
2025-08-23,"texas","Flu ED visits pct",0.2
2025-08-30,"marietta","Flu ED visits pct",0.04
2025-08-30,"frederick","Flu ED visits pct",0.07
2025-08-30,"pittsfield","Flu ED visits pct",0
2025-08-30,"new-bedford","Flu ED visits pct",0.04
2025-08-30,"worcester","Flu ED visits pct",0.11
2025-08-30,"rock-hill","Flu ED visits pct",0
2025-08-30,"utah","Flu ED visits pct",0.08
2025-09-06,"georgia","Flu ED visits pct",0.13
2025-09-06,"marietta","Flu ED visits pct",0.08
2025-09-06,"indiana","Flu ED visits pct",0.06
2025-09-06,"massachusetts","Flu ED visits pct",0.06
2025-09-06,"springfield","Flu ED visits pct",0.08
2025-09-06,"worcester","Flu ED visits pct",0.07
2025-09-06,"rock-hill","Flu ED visits pct",0
2025-09-06,"horry","Flu ED visits pct",0.18
2025-09-13,"colorado","Flu ED visits pct",0.09
2025-09-13,"frederick","Flu ED visits pct",0.06
2025-09-13,"horry","Flu ED visits pct",0.14
2025-09-13,"utah","Flu ED visits pct",0.12
2025-09-20,"maryland","Flu ED visits pct",0.08
2025-09-20,"harford","Flu ED visits pct",0
2025-09-20,"massachusetts","Flu ED visits pct",0.07
2025-09-20,"pittsfield","Flu ED visits pct",0
2025-09-20,"rock-hill","Flu ED visits pct",0.05
2025-09-20,"virginia","Flu ED visits pct",0.11
2025-09-27,"colorado","Flu ED visits pct",0.1
2025-09-27,"harford","Flu ED visits pct",0
2025-09-27,"worcester","Flu ED visits pct",0.04
2025-09-27,"springfield","Flu ED visits pct",0.08
2025-09-27,"horry","Flu ED visits pct",0.22
2025-10-04,"larimer","Flu ED visits pct",0.11
2025-10-04,"maryland","Flu ED visits pct",0.11
2025-10-04,"massachusetts","Flu ED visits pct",0.06
2025-10-04,"minnesota","Flu ED visits pct",0.11
2025-10-04,"horry","Flu ED visits pct",0.28
2025-10-04,"texas","Flu ED visits pct",0.28
2025-10-11,"larimer","Flu ED visits pct",0.2
2025-10-11,"marietta","Flu ED visits pct",0.11
2025-10-11,"portland","Flu ED visits pct",0.05
2025-10-11,"pittsfield","Flu ED visits pct",0.06
2025-10-11,"utah","Flu ED visits pct",0.18
2025-10-11,"ogden","Flu ED visits pct",0.29
2025-10-11,"virginia","Flu ED visits pct",0.11
2025-10-18,"cherokee","Flu ED visits pct",0.18
2025-10-18,"marietta","Flu ED visits pct",0.06
2025-10-18,"indiana","Flu ED visits pct",0.1
2025-10-18,"bangor","Flu ED visits pct",0.04
2025-10-18,"massachusetts","Flu ED visits pct",0.08
2025-10-18,"horry","Flu ED visits pct",0.23
2025-10-25,"colorado","Flu ED visits pct",0.17
2025-10-25,"marietta","Flu ED visits pct",0.08
2025-10-25,"maine","Flu ED visits pct",0.08
2025-10-25,"pittsfield","Flu ED visits pct",0.13
2025-10-25,"lynn","Flu ED visits pct",0.12
2025-11-01,"boulder","Flu ED visits pct",0.53
2025-11-01,"frederick","Flu ED visits pct",0.07
2025-11-01,"harford","Flu ED visits pct",0.24
2025-11-01,"massachusetts","Flu ED visits pct",0.13
2025-11-01,"springfield","Flu ED visits pct",0.11
2025-11-01,"minnesota","Flu ED visits pct",0.13
2025-11-01,"south-carolina","Flu ED visits pct",0.19
2025-11-01,"horry","Flu ED visits pct",0.38
2025-11-01,"texas","Flu ED visits pct",0.5
2025-11-08,"maine","Flu ED visits pct",0.18
2025-11-08,"springfield","Flu ED visits pct",0.25
2025-11-08,"dallas","Flu ED visits pct",0.3
2025-11-15,"colorado","Flu ED visits pct",0.85
2025-11-15,"mesa","Flu ED visits pct",0.31
2025-11-15,"larimer","Flu ED visits pct",0.3
2025-11-15,"floyd","Flu ED visits pct",0.45
2025-11-15,"marietta","Flu ED visits pct",0.43
2025-11-15,"minnesota","Flu ED visits pct",0.34
2022-10-01,"georgia","Flu ED visits pct",1.31
2022-10-01,"south-carolina","Flu ED visits pct",1.37
2022-10-01,"utah","Flu ED visits pct",0.15
2022-10-08,"larimer","Flu ED visits pct",0.03
2022-10-08,"cherokee","Flu ED visits pct",1.56
2022-10-08,"maine","Flu ED visits pct",0.08
2022-10-08,"maryland","Flu ED visits pct",0.41
2022-10-08,"springfield","Flu ED visits pct",0.03
2022-10-08,"south-carolina","Flu ED visits pct",1.51
2022-10-08,"texas","Flu ED visits pct",2.37
2022-10-15,"marietta","Flu ED visits pct",1.91
2022-10-15,"indiana","Flu ED visits pct",0.41
2022-10-15,"pittsfield","Flu ED visits pct",0
2022-10-15,"new-bedford","Flu ED visits pct",0.09
2022-10-15,"worcester","Flu ED visits pct",0.16
2022-10-15,"south-carolina","Flu ED visits pct",2.13
2022-10-15,"rock-hill","Flu ED visits pct",1.59
2022-10-15,"texas","Flu ED visits pct",2.61
2022-10-22,"georgia","Flu ED visits pct",2.46
2022-10-22,"frederick","Flu ED visits pct",1.11
2022-10-22,"new-bedford","Flu ED visits pct",0.26
2022-10-22,"worcester","Flu ED visits pct",0.16
2022-10-29,"larimer","Flu ED visits pct",0.78
2022-10-29,"marietta","Flu ED visits pct",6.63
2022-10-29,"maine","Flu ED visits pct",0.19
2022-10-29,"new-bedford","Flu ED visits pct",0.38
2022-10-29,"springfield","Flu ED visits pct",0.21
2022-10-29,"utah","Flu ED visits pct",0.33
2022-11-05,"marietta","Flu ED visits pct",7.14
2022-11-05,"indiana","Flu ED visits pct",2.62
2022-11-05,"maryland","Flu ED visits pct",5.74
2022-11-05,"frederick","Flu ED visits pct",6.27
2022-11-05,"pittsfield","Flu ED visits pct",0.34
2022-11-05,"new-bedford","Flu ED visits pct",0.68
2022-11-12,"colorado","Flu ED visits pct",1.86
2022-11-12,"indiana","Flu ED visits pct",3.51
2022-11-12,"maryland","Flu ED visits pct",6.2
2022-11-12,"pittsfield","Flu ED visits pct",0.07
2022-11-12,"texas","Flu ED visits pct",5.75
2022-11-19,"colorado","Flu ED visits pct",3.25
2022-11-19,"lynn","Flu ED visits pct",1.38
2022-11-19,"texas","Flu ED visits pct",6.45
2022-11-26,"colorado","Flu ED visits pct",4.93
2022-11-26,"larimer","Flu ED visits pct",5.98
2022-11-26,"marietta","Flu ED visits pct",3.49
2022-11-26,"maine","Flu ED visits pct",3.3
2022-11-26,"frederick","Flu ED visits pct",10.21
2022-11-26,"massachusetts","Flu ED visits pct",3.15
2022-11-26,"pittsfield","Flu ED visits pct",2.06
2022-11-26,"worcester","Flu ED visits pct",3.19
2022-11-26,"texas","Flu ED visits pct",8.61
2022-12-03,"marietta","Flu ED visits pct",2.88
2022-12-03,"harford","Flu ED visits pct",6.32
2022-12-03,"massachusetts","Flu ED visits pct",5.27
2022-12-03,"lynn","Flu ED visits pct",5.5
2022-12-03,"horry","Flu ED visits pct",3.13
2022-12-03,"utah","Flu ED visits pct",5.18
2022-12-03,"virginia","Flu ED visits pct",7.25
2022-12-10,"colorado","Flu ED visits pct",5.29
2022-12-10,"marietta","Flu ED visits pct",2.04
2022-12-10,"south-carolina","Flu ED visits pct",3.39
2022-12-17,"georgia","Flu ED visits pct",1.34
2022-12-17,"indiana","Flu ED visits pct",9.78
2022-12-17,"south-carolina","Flu ED visits pct",2.4
2022-12-17,"rock-hill","Flu ED visits pct",4.94
2022-12-17,"utah","Flu ED visits pct",6.53
2022-12-24,"maryland","Flu ED visits pct",2.91
2022-12-24,"frederick","Flu ED visits pct",3.38
2022-12-24,"virginia","Flu ED visits pct",2.95
2022-12-31,"georgia","Flu ED visits pct",1.32
2022-12-31,"marietta","Flu ED visits pct",0.95
2022-12-31,"maryland","Flu ED visits pct",2.2
2022-12-31,"pittsfield","Flu ED visits pct",6.85
2022-12-31,"worcester","Flu ED visits pct",7.38
2022-12-31,"rock-hill","Flu ED visits pct",3.24
2023-01-07,"larimer","Flu ED visits pct",2.21
2023-01-07,"georgia","Flu ED visits pct",1.17
2023-01-07,"lynn","Flu ED visits pct",3.05
2023-01-07,"minnesota","Flu ED visits pct",1.5
2023-01-14,"marietta","Flu ED visits pct",0.56
2023-01-14,"maine","Flu ED visits pct",1.79
2023-01-14,"minnesota","Flu ED visits pct",0.78
2023-01-21,"larimer","Flu ED visits pct",0.38
2023-01-21,"georgia","Flu ED visits pct",0.64
2023-01-21,"marietta","Flu ED visits pct",0.31
2023-01-21,"texas","Flu ED visits pct",0.83
2023-01-21,"virginia","Flu ED visits pct",0.67
2023-01-28,"frederick","Flu ED visits pct",0.53
2023-01-28,"massachusetts","Flu ED visits pct",0.52
2023-01-28,"lynn","Flu ED visits pct",0.34
2023-01-28,"utah","Flu ED visits pct",0.51
2023-02-04,"boulder","Flu ED visits pct",0.71
2023-02-04,"new-bedford","Flu ED visits pct",0.55
2023-02-04,"lynn","Flu ED visits pct",0.31
2023-02-11,"larimer","Flu ED visits pct",0.2
2023-02-11,"georgia","Flu ED visits pct",0.31
2023-02-11,"indiana","Flu ED visits pct",0.29
2023-02-11,"maryland","Flu ED visits pct",0.21
2023-02-11,"lynn","Flu ED visits pct",0.24
2023-02-18,"colorado","Flu ED visits pct",0.25
2023-02-18,"georgia","Flu ED visits pct",0.29
2023-02-18,"indiana","Flu ED visits pct",0.27
2023-02-18,"pittsfield","Flu ED visits pct",0.35
2023-02-18,"texas","Flu ED visits pct",0.52
2023-02-25,"maine","Flu ED visits pct",0.15
2023-02-25,"frederick","Flu ED visits pct",0.07
2023-02-25,"pittsfield","Flu ED visits pct",0.53
2023-02-25,"minnesota","Flu ED visits pct",0.31
2023-03-04,"maine","Flu ED visits pct",0.1
2023-03-04,"massachusetts","Flu ED visits pct",0.19
2023-03-04,"texas","Flu ED visits pct",0.45
2023-03-04,"utah","Flu ED visits pct",0.34
2023-03-11,"marietta","Flu ED visits pct",0.19
2023-03-11,"maine","Flu ED visits pct",0.14
2023-03-11,"new-bedford","Flu ED visits pct",0.23
2023-03-18,"colorado","Flu ED visits pct",0.2
2023-03-18,"maine","Flu ED visits pct",0.12
2023-03-18,"massachusetts","Flu ED visits pct",0.22
2023-03-18,"south-carolina","Flu ED visits pct",0.29
2023-03-25,"boulder","Flu ED visits pct",0.23
2023-03-25,"marietta","Flu ED visits pct",0.41
2023-03-25,"pittsfield","Flu ED visits pct",0.23
2023-03-25,"new-bedford","Flu ED visits pct",0.24
2023-03-25,"minnesota","Flu ED visits pct",0.2
2023-03-25,"south-carolina","Flu ED visits pct",0.32
2023-03-25,"texas","Flu ED visits pct",0.34
2023-04-01,"frederick","Flu ED visits pct",0.48
2023-04-01,"minnesota","Flu ED visits pct",0.3
2023-04-08,"maine","Flu ED visits pct",0.12
2023-04-08,"harford","Flu ED visits pct",0.24
2023-04-08,"new-bedford","Flu ED visits pct",0.29
2023-04-08,"lynn","Flu ED visits pct",0.29
2023-04-08,"south-carolina","Flu ED visits pct",0.36
2023-04-08,"utah","Flu ED visits pct",0.24
2023-04-08,"virginia","Flu ED visits pct",0.28
2023-04-15,"larimer","Flu ED visits pct",0.16
2023-04-15,"georgia","Flu ED visits pct",0.28
2023-04-15,"pittsfield","Flu ED visits pct",0.35
2023-04-15,"south-carolina","Flu ED visits pct",0.22
2023-04-15,"texas","Flu ED visits pct",0.32
2023-04-22,"larimer","Flu ED visits pct",0.19
2023-04-22,"maine","Flu ED visits pct",0.05
2023-04-22,"frederick","Flu ED visits pct",0.28
2023-04-22,"massachusetts","Flu ED visits pct",0.17
2023-04-22,"texas","Flu ED visits pct",0.34
2023-04-29,"georgia","Flu ED visits pct",0.31
2023-04-29,"pittsfield","Flu ED visits pct",0.16
2023-04-29,"new-bedford","Flu ED visits pct",0.17
2023-04-29,"springfield","Flu ED visits pct",0.11
2023-04-29,"minnesota","Flu ED visits pct",0.42
2023-04-29,"south-carolina","Flu ED visits pct",0.28
2023-04-29,"utah","Flu ED visits pct",0.17
2023-05-06,"marietta","Flu ED visits pct",0.12
2023-05-06,"frederick","Flu ED visits pct",0.07
2023-05-06,"new-bedford","Flu ED visits pct",0.11
2023-05-06,"lynn","Flu ED visits pct",0.13
2023-05-13,"colorado","Flu ED visits pct",0.2
2023-05-13,"larimer","Flu ED visits pct",0.14
2023-05-13,"georgia","Flu ED visits pct",0.47
2023-05-13,"marietta","Flu ED visits pct",0.18
2023-05-13,"frederick","Flu ED visits pct",0.14
2023-05-13,"lynn","Flu ED visits pct",0.22
2023-05-20,"colorado","Flu ED visits pct",0.18
2023-05-20,"larimer","Flu ED visits pct",0.03
2023-05-20,"marietta","Flu ED visits pct",0.16
2023-05-20,"frederick","Flu ED visits pct",0
2023-05-20,"south-carolina","Flu ED visits pct",0.41
2023-05-20,"virginia","Flu ED visits pct",0.19
2023-05-27,"colorado","Flu ED visits pct",0.13
2023-05-27,"indiana","Flu ED visits pct",0.12
2023-05-27,"maryland","Flu ED visits pct",0.13
2023-05-27,"massachusetts","Flu ED visits pct",0.18
2023-05-27,"south-carolina","Flu ED visits pct",0.43
2023-05-27,"utah","Flu ED visits pct",0.39
2023-06-03,"lynn","Flu ED visits pct",0.27
2023-06-03,"south-carolina","Flu ED visits pct",0.43
2023-06-03,"rock-hill","Flu ED visits pct",0.94
2023-06-10,"larimer","Flu ED visits pct",0.05
2023-06-10,"marietta","Flu ED visits pct",0.21
2023-06-10,"massachusetts","Flu ED visits pct",0.11
2023-06-10,"new-bedford","Flu ED visits pct",0.2
2023-06-10,"lynn","Flu ED visits pct",0.08
2023-06-10,"minnesota","Flu ED visits pct",0.1
2023-06-10,"rock-hill","Flu ED visits pct",0.44
2023-06-10,"texas","Flu ED visits pct",0.28
2023-06-17,"larimer","Flu ED visits pct",0
2023-06-17,"georgia","Flu ED visits pct",0.22
2023-06-17,"marietta","Flu ED visits pct",0.21
2023-06-17,"maryland","Flu ED visits pct",0.07
2023-06-17,"harford","Flu ED visits pct",0
2023-06-17,"frederick","Flu ED visits pct",0.07
2023-06-17,"springfield","Flu ED visits pct",0.03
2023-06-17,"south-carolina","Flu ED visits pct",0.3
2023-06-17,"virginia","Flu ED visits pct",0.17
2023-06-24,"colorado","Flu ED visits pct",0.06
2023-06-24,"georgia","Flu ED visits pct",0.22
2023-06-24,"marietta","Flu ED visits pct",0.19
2023-06-24,"maryland","Flu ED visits pct",0.05
2023-07-01,"larimer","Flu ED visits pct",0.05
2023-07-01,"frederick","Flu ED visits pct",0
2023-07-01,"pittsfield","Flu ED visits pct",0
2023-07-01,"south-carolina","Flu ED visits pct",0.15
2023-07-08,"colorado","Flu ED visits pct",0.07
2023-07-08,"maryland","Flu ED visits pct",0.09
2023-07-08,"harford","Flu ED visits pct",0
2023-07-08,"massachusetts","Flu ED visits pct",0.08
2023-07-08,"lynn","Flu ED visits pct",0.11
2023-07-15,"larimer","Flu ED visits pct",0.05
2023-07-15,"marietta","Flu ED visits pct",0.21
2023-07-15,"lynn","Flu ED visits pct",0
2023-07-15,"texas","Flu ED visits pct",0.21
2023-07-15,"virginia","Flu ED visits pct",0.11
2023-07-22,"larimer","Flu ED visits pct",0.03
2023-07-22,"maryland","Flu ED visits pct",0.06
2023-07-22,"massachusetts","Flu ED visits pct",0.05
2023-07-22,"texas","Flu ED visits pct",0.21
2023-07-29,"georgia","Flu ED visits pct",0.16
2023-07-29,"marietta","Flu ED visits pct",0.16
2023-07-29,"maine","Flu ED visits pct",0.04
2023-07-29,"harford","Flu ED visits pct",0
2023-07-29,"south-carolina","Flu ED visits pct",0.15
2023-07-29,"columbia","Flu ED visits pct",0.05
2023-08-05,"marietta","Flu ED visits pct",0.16
2023-08-05,"lynn","Flu ED visits pct",0.05
2023-08-05,"south-carolina","Flu ED visits pct",0.21
2023-08-05,"horry","Flu ED visits pct",0.34
2023-08-05,"texas","Flu ED visits pct",0.22
2023-08-12,"georgia","Flu ED visits pct",0.18
2023-08-12,"frederick","Flu ED visits pct",0.07
2023-08-12,"pittsfield","Flu ED visits pct",0.12
2023-08-12,"south-carolina","Flu ED visits pct",0.18
2023-08-12,"texas","Flu ED visits pct",0.24
2023-08-19,"larimer","Flu ED visits pct",0
2023-08-19,"georgia","Flu ED visits pct",0.2
2023-08-19,"massachusetts","Flu ED visits pct",0.09
2023-08-19,"minnesota","Flu ED visits pct",0.08
2023-08-19,"south-carolina","Flu ED visits pct",0.21
2023-08-26,"georgia","Flu ED visits pct",0.24
2023-08-26,"indiana","Flu ED visits pct",0.12
2023-08-26,"maryland","Flu ED visits pct",0.06
2023-08-26,"massachusetts","Flu ED visits pct",0.09
2023-08-26,"worcester","Flu ED visits pct",0.08
2023-08-26,"south-carolina","Flu ED visits pct",0.27
2023-08-26,"virginia","Flu ED visits pct",0.16
2023-09-02,"georgia","Flu ED visits pct",0.28
2023-09-02,"marietta","Flu ED visits pct",0.16
2023-09-02,"maine","Flu ED visits pct",0.04
2023-09-02,"texas","Flu ED visits pct",0.42
2023-09-02,"virginia","Flu ED visits pct",0.21
2023-09-09,"larimer","Flu ED visits pct",0.03
2023-09-09,"marietta","Flu ED visits pct",0.05
2023-09-09,"maine","Flu ED visits pct",0.03
2023-09-09,"pittsfield","Flu ED visits pct",0.06
2023-09-09,"minnesota","Flu ED visits pct",0.08
2023-09-09,"virginia","Flu ED visits pct",0.21
2023-09-16,"larimer","Flu ED visits pct",0.03
