"as_of","location","target","target_end_date","observation"
2025-12-03,"horry","Flu ED visits pct",2025-09-06,0.18
2025-12-03,"horry","Flu ED visits pct",2025-09-13,0.14
2025-12-03,"horry","Flu ED visits pct",2025-09-20,0.14
2025-12-03,"horry","Flu ED visits pct",2025-09-27,0.22
2025-12-03,"horry","Flu ED visits pct",2025-10-04,0.28
2025-12-03,"horry","Flu ED visits pct",2025-10-11,0.17
2025-12-03,"horry","Flu ED visits pct",2025-10-18,0.23
2025-12-03,"horry","Flu ED visits pct",2025-10-25,0.2
2025-12-03,"horry","Flu ED visits pct",2025-11-01,0.38
2025-12-03,"horry","Flu ED visits pct",2025-11-08,0.25
2025-12-03,"horry","Flu ED visits pct",2025-11-15,0.38
2025-12-03,"horry","Flu ED visits pct",2025-11-22,0.74
2025-12-03,"horry","Flu ED visits pct",2025-11-29,1.18
2025-12-03,"texas","Flu ED visits pct",2025-08-02,0.15
2025-12-03,"texas","Flu ED visits pct",2025-08-09,0.15
2025-12-03,"texas","Flu ED visits pct",2025-08-16,0.18
2025-12-03,"texas","Flu ED visits pct",2025-08-23,0.2
2025-12-03,"texas","Flu ED visits pct",2025-08-30,0.24
2025-12-03,"texas","Flu ED visits pct",2025-09-06,0.26
2025-12-03,"texas","Flu ED visits pct",2025-09-13,0.25
2025-12-03,"texas","Flu ED visits pct",2025-09-20,0.25
2025-12-03,"texas","Flu ED visits pct",2025-09-27,0.26
2025-12-03,"texas","Flu ED visits pct",2025-10-04,0.28
2025-12-03,"texas","Flu ED visits pct",2025-10-11,0.29
2025-12-03,"texas","Flu ED visits pct",2025-10-18,0.36
2025-12-03,"texas","Flu ED visits pct",2025-10-25,0.37
2025-12-03,"texas","Flu ED visits pct",2025-11-01,0.5
2025-12-03,"texas","Flu ED visits pct",2025-11-08,0.86
2025-12-03,"texas","Flu ED visits pct",2025-11-15,1.35
2025-12-03,"texas","Flu ED visits pct",2025-11-22,2.21
2025-12-03,"texas","Flu ED visits pct",2025-11-29,2.73
2025-12-03,"san-antonio","Flu ED visits pct",2025-08-02,0.08
2025-12-03,"san-antonio","Flu ED visits pct",2025-08-09,0.05
2025-12-03,"san-antonio","Flu ED visits pct",2025-08-16,0.13
2025-12-03,"san-antonio","Flu ED visits pct",2025-08-23,0.12
2025-12-03,"san-antonio","Flu ED visits pct",2025-08-30,0.09
2025-12-03,"san-antonio","Flu ED visits pct",2025-09-06,0.11
2025-12-03,"san-antonio","Flu ED visits pct",2025-09-13,0.07
2025-12-03,"san-antonio","Flu ED visits pct",2025-09-20,0.12
2025-12-03,"san-antonio","Flu ED visits pct",2025-09-27,0.11
2025-12-03,"san-antonio","Flu ED visits pct",2025-10-04,0.07
2025-12-03,"san-antonio","Flu ED visits pct",2025-10-11,0.14
2025-12-03,"san-antonio","Flu ED visits pct",2025-10-18,0.1
2025-12-03,"san-antonio","Flu ED visits pct",2025-10-25,0.19
2025-12-03,"san-antonio","Flu ED visits pct",2025-11-01,0.17
2025-12-03,"san-antonio","Flu ED visits pct",2025-11-08,0.49
2025-12-03,"san-antonio","Flu ED visits pct",2025-11-15,0.77
2025-12-03,"san-antonio","Flu ED visits pct",2025-11-22,1.17
2025-12-03,"san-antonio","Flu ED visits pct",2025-11-29,1.49
2025-12-03,"houston","Flu ED visits pct",2025-08-02,0.18
2025-12-03,"houston","Flu ED visits pct",2025-08-09,0.18
2025-12-03,"houston","Flu ED visits pct",2025-08-16,0.21
2025-12-03,"houston","Flu ED visits pct",2025-08-23,0.24
2025-12-03,"houston","Flu ED visits pct",2025-08-30,0.27
2025-12-03,"houston","Flu ED visits pct",2025-09-06,0.37
2025-12-03,"houston","Flu ED visits pct",2025-09-13,0.34
2025-12-03,"houston","Flu ED visits pct",2025-09-20,0.33
2025-12-03,"houston","Flu ED visits pct",2025-09-27,0.41
2025-12-03,"houston","Flu ED visits pct",2025-10-04,0.47
2025-12-03,"houston","Flu ED visits pct",2025-10-11,0.53
2025-12-03,"houston","Flu ED visits pct",2025-10-18,0.66
2025-12-03,"houston","Flu ED visits pct",2025-10-25,0.64
2025-12-03,"houston","Flu ED visits pct",2025-11-01,0.96
2025-12-03,"houston","Flu ED visits pct",2025-11-08,1.9
2025-12-03,"houston","Flu ED visits pct",2025-11-15,2.96
2025-12-03,"houston","Flu ED visits pct",2025-11-22,4.95
2025-12-03,"houston","Flu ED visits pct",2025-11-29,5.63
2025-12-03,"austin","Flu ED visits pct",2025-08-02,0.23
2025-12-03,"austin","Flu ED visits pct",2025-08-09,0.21
2025-12-03,"austin","Flu ED visits pct",2025-08-16,0.2
2025-12-03,"austin","Flu ED visits pct",2025-08-23,0.19
2025-12-03,"austin","Flu ED visits pct",2025-08-30,0.25
2025-12-03,"austin","Flu ED visits pct",2025-09-06,0.21
2025-12-03,"austin","Flu ED visits pct",2025-09-13,0.2
2025-12-03,"austin","Flu ED visits pct",2025-09-20,0.27
2025-12-03,"austin","Flu ED visits pct",2025-09-27,0.19
2025-12-03,"austin","Flu ED visits pct",2025-10-04,0.26
2025-12-03,"austin","Flu ED visits pct",2025-10-11,0.21
2025-12-03,"austin","Flu ED visits pct",2025-10-18,0.3
2025-12-03,"austin","Flu ED visits pct",2025-10-25,0.33
2025-12-03,"austin","Flu ED visits pct",2025-11-01,0.33
2025-12-03,"austin","Flu ED visits pct",2025-11-08,0.45
2025-12-03,"austin","Flu ED visits pct",2025-11-15,0.63
2025-12-03,"austin","Flu ED visits pct",2025-11-22,0.96
2025-12-03,"austin","Flu ED visits pct",2025-11-29,0.93
2025-12-03,"dallas","Flu ED visits pct",2025-08-02,0.08
2025-12-03,"dallas","Flu ED visits pct",2025-08-09,0.13
2025-12-03,"dallas","Flu ED visits pct",2025-08-16,0.12
2025-12-03,"dallas","Flu ED visits pct",2025-08-23,0.15
2025-12-03,"dallas","Flu ED visits pct",2025-08-30,0.15
2025-12-03,"dallas","Flu ED visits pct",2025-09-06,0.14
2025-12-03,"dallas","Flu ED visits pct",2025-09-13,0.13
2025-12-03,"dallas","Flu ED visits pct",2025-09-20,0.13
2025-12-03,"dallas","Flu ED visits pct",2025-09-27,0.19
2025-12-03,"dallas","Flu ED visits pct",2025-10-04,0.14
2025-12-03,"dallas","Flu ED visits pct",2025-10-11,0.15
2025-12-03,"dallas","Flu ED visits pct",2025-10-18,0.14
2025-12-03,"dallas","Flu ED visits pct",2025-10-25,0.16
2025-12-03,"dallas","Flu ED visits pct",2025-11-01,0.22
2025-12-03,"dallas","Flu ED visits pct",2025-11-08,0.3
2025-12-03,"dallas","Flu ED visits pct",2025-11-15,0.55
2025-12-03,"dallas","Flu ED visits pct",2025-11-22,0.75
2025-12-03,"dallas","Flu ED visits pct",2025-11-29,1.11
2025-12-03,"el-paso","Flu ED visits pct",2025-08-02,0.06
2025-12-03,"el-paso","Flu ED visits pct",2025-08-09,0.08
2025-12-03,"el-paso","Flu ED visits pct",2025-08-16,0.16
2025-12-03,"el-paso","Flu ED visits pct",2025-08-23,0.12
2025-12-03,"el-paso","Flu ED visits pct",2025-08-30,0.11
2025-12-03,"el-paso","Flu ED visits pct",2025-09-06,0.1
2025-12-03,"el-paso","Flu ED visits pct",2025-09-13,0.17
2025-12-03,"el-paso","Flu ED visits pct",2025-09-20,0.24
2025-12-03,"el-paso","Flu ED visits pct",2025-09-27,0.14
2025-12-03,"el-paso","Flu ED visits pct",2025-10-04,0.37
2025-12-03,"el-paso","Flu ED visits pct",2025-10-11,0.4
2025-12-03,"el-paso","Flu ED visits pct",2025-10-18,0.17
2025-12-03,"el-paso","Flu ED visits pct",2025-10-25,0.32
2025-12-03,"el-paso","Flu ED visits pct",2025-11-01,0.56
2025-12-03,"el-paso","Flu ED visits pct",2025-11-08,0.41
2025-12-03,"el-paso","Flu ED visits pct",2025-11-15,0.68
2025-12-03,"el-paso","Flu ED visits pct",2025-11-22,1.53
2025-12-03,"el-paso","Flu ED visits pct",2025-11-29,2.66
2025-12-03,"beaumont","Flu ED visits pct",2025-08-02,0.17
2025-12-03,"beaumont","Flu ED visits pct",2025-08-09,0.09
2025-12-03,"beaumont","Flu ED visits pct",2025-08-16,0.1
2025-12-03,"beaumont","Flu ED visits pct",2025-08-23,0.09
2025-12-03,"beaumont","Flu ED visits pct",2025-08-30,0.19
2025-12-03,"beaumont","Flu ED visits pct",2025-09-06,0.14
2025-12-03,"beaumont","Flu ED visits pct",2025-09-13,0.05
2025-12-03,"beaumont","Flu ED visits pct",2025-09-20,0.07
2025-12-03,"beaumont","Flu ED visits pct",2025-09-27,0.09
2025-12-03,"beaumont","Flu ED visits pct",2025-10-04,0.09
2025-12-03,"beaumont","Flu ED visits pct",2025-10-11,0.02
2025-12-03,"beaumont","Flu ED visits pct",2025-10-18,0.05
2025-12-03,"beaumont","Flu ED visits pct",2025-10-25,0.07
2025-12-03,"beaumont","Flu ED visits pct",2025-11-01,0.15
2025-12-03,"beaumont","Flu ED visits pct",2025-11-08,0.31
2025-12-03,"beaumont","Flu ED visits pct",2025-11-15,0.7
2025-12-03,"beaumont","Flu ED visits pct",2025-11-22,1.2
2025-12-03,"beaumont","Flu ED visits pct",2025-11-29,2.79
2025-12-03,"utah","Flu ED visits pct",2025-08-02,0.05
2025-12-03,"utah","Flu ED visits pct",2025-08-09,0.1
2025-12-03,"utah","Flu ED visits pct",2025-08-16,0.06
2025-12-03,"utah","Flu ED visits pct",2025-08-23,0.06
2025-12-03,"utah","Flu ED visits pct",2025-08-30,0.08
2025-12-03,"utah","Flu ED visits pct",2025-09-06,0.08
2025-12-03,"utah","Flu ED visits pct",2025-09-13,0.13
2025-12-03,"utah","Flu ED visits pct",2025-09-20,0.05
2025-12-03,"utah","Flu ED visits pct",2025-09-27,0.15
2025-12-03,"utah","Flu ED visits pct",2025-10-04,0.17
2025-12-03,"utah","Flu ED visits pct",2025-10-11,0.19
2025-12-03,"utah","Flu ED visits pct",2025-10-18,0.16
2025-12-03,"utah","Flu ED visits pct",2025-10-25,0.15
2025-12-03,"utah","Flu ED visits pct",2025-11-01,0.14
2025-12-03,"utah","Flu ED visits pct",2025-11-08,0.53
2025-12-03,"utah","Flu ED visits pct",2025-11-15,0.72
2025-12-03,"utah","Flu ED visits pct",2025-11-22,1.06
2025-12-03,"utah","Flu ED visits pct",2025-11-29,1.4
2025-12-03,"ogden","Flu ED visits pct",2025-08-02,0.08
2025-12-03,"ogden","Flu ED visits pct",2025-08-09,0.13
2025-12-03,"ogden","Flu ED visits pct",2025-08-16,0.1
2025-12-03,"ogden","Flu ED visits pct",2025-08-23,0.05
2025-12-03,"ogden","Flu ED visits pct",2025-08-30,0.07
2025-12-03,"ogden","Flu ED visits pct",2025-09-06,0.15
2025-12-03,"ogden","Flu ED visits pct",2025-09-13,0.1
2025-12-03,"ogden","Flu ED visits pct",2025-09-20,0.05
2025-12-03,"ogden","Flu ED visits pct",2025-09-27,0.23
2025-12-03,"ogden","Flu ED visits pct",2025-10-04,0.29
2025-12-03,"ogden","Flu ED visits pct",2025-10-11,0.3
2025-12-03,"ogden","Flu ED visits pct",2025-10-18,0.2
2025-12-03,"ogden","Flu ED visits pct",2025-10-25,0.05
2025-12-03,"ogden","Flu ED visits pct",2025-11-01,0.21
2025-12-03,"ogden","Flu ED visits pct",2025-11-08,0.69
2025-12-03,"ogden","Flu ED visits pct",2025-11-15,0.85
2025-12-03,"ogden","Flu ED visits pct",2025-11-22,0.64
2025-12-03,"ogden","Flu ED visits pct",2025-11-29,0.95
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-08-02,0.06
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-08-09,0.08
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-08-16,0.03
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-08-23,0.07
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-08-30,0.07
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-09-06,0.05
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-09-13,0.15
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-09-20,0.07
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-09-27,0.17
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-10-04,0.17
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-10-11,0.15
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-10-18,0.13
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-10-25,0.13
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-11-01,0.1
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-11-08,0.5
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-11-15,0.71
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-11-22,1.26
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-11-29,1.72
2025-12-03,"provo","Flu ED visits pct",2025-08-02,0.05
2025-12-03,"provo","Flu ED visits pct",2025-08-09,0.14
2025-12-03,"provo","Flu ED visits pct",2025-08-16,0.08
2025-12-03,"provo","Flu ED visits pct",2025-08-23,0.05
2025-12-03,"provo","Flu ED visits pct",2025-08-30,0.08
2025-12-03,"provo","Flu ED visits pct",2025-09-06,0.03
2025-12-03,"provo","Flu ED visits pct",2025-09-13,0
2025-12-03,"provo","Flu ED visits pct",2025-09-20,0
2025-12-03,"provo","Flu ED visits pct",2025-09-27,0
2025-12-03,"provo","Flu ED visits pct",2025-10-04,0.08
2025-12-03,"provo","Flu ED visits pct",2025-10-11,0.16
2025-12-03,"provo","Flu ED visits pct",2025-10-18,0.25
2025-12-03,"provo","Flu ED visits pct",2025-10-25,0.33
2025-12-03,"provo","Flu ED visits pct",2025-11-01,0.26
2025-12-03,"provo","Flu ED visits pct",2025-11-08,0.43
2025-12-03,"provo","Flu ED visits pct",2025-11-15,0.77
2025-12-03,"provo","Flu ED visits pct",2025-11-22,0.8
2025-12-03,"provo","Flu ED visits pct",2025-11-29,1.25
2025-12-03,"virginia","Flu ED visits pct",2025-08-02,0.05
2025-12-03,"virginia","Flu ED visits pct",2025-08-09,0.07
2025-12-03,"virginia","Flu ED visits pct",2025-08-16,0.06
2025-12-03,"virginia","Flu ED visits pct",2025-08-23,0.08
2025-12-03,"virginia","Flu ED visits pct",2025-08-30,0.1
2025-12-03,"virginia","Flu ED visits pct",2025-09-06,0.13
2025-12-03,"virginia","Flu ED visits pct",2025-09-13,0.11
2025-12-03,"virginia","Flu ED visits pct",2025-09-20,0.11
2025-12-03,"virginia","Flu ED visits pct",2025-09-27,0.08
2025-12-03,"virginia","Flu ED visits pct",2025-10-04,0.1
2025-12-03,"virginia","Flu ED visits pct",2025-10-11,0.11
2025-12-03,"virginia","Flu ED visits pct",2025-10-18,0.12
2025-12-03,"virginia","Flu ED visits pct",2025-10-25,0.15
2025-12-03,"virginia","Flu ED visits pct",2025-11-01,0.16
2025-12-03,"virginia","Flu ED visits pct",2025-11-08,0.3
2025-12-03,"virginia","Flu ED visits pct",2025-11-15,0.51
2025-12-03,"virginia","Flu ED visits pct",2025-11-22,0.77
2025-12-03,"virginia","Flu ED visits pct",2025-11-29,1.36
2025-12-03,"roanoke","Flu ED visits pct",2025-08-02,0.09
2025-12-03,"roanoke","Flu ED visits pct",2025-08-09,0.13
2025-12-03,"roanoke","Flu ED visits pct",2025-08-16,0.05
2025-12-03,"roanoke","Flu ED visits pct",2025-08-23,0.09
2025-12-03,"roanoke","Flu ED visits pct",2025-08-30,0.1
2025-12-03,"roanoke","Flu ED visits pct",2025-09-06,0.1
2025-12-03,"roanoke","Flu ED visits pct",2025-09-13,0.21
2025-12-03,"roanoke","Flu ED visits pct",2025-09-20,0.12
2025-12-03,"roanoke","Flu ED visits pct",2025-09-27,0.04
2025-12-03,"roanoke","Flu ED visits pct",2025-10-04,0.12
2025-12-03,"roanoke","Flu ED visits pct",2025-10-11,0.04
2025-12-03,"roanoke","Flu ED visits pct",2025-10-18,0.11
2025-12-03,"roanoke","Flu ED visits pct",2025-10-25,0.11
2025-12-03,"roanoke","Flu ED visits pct",2025-11-01,0.11
2025-12-03,"roanoke","Flu ED visits pct",2025-11-08,0.27
2025-12-03,"roanoke","Flu ED visits pct",2025-11-15,0.35
2025-12-03,"roanoke","Flu ED visits pct",2025-11-22,0.35
2025-12-03,"roanoke","Flu ED visits pct",2025-11-29,0.75
2025-12-03,"indiana","Flu ED visits pct",2025-08-02,0.03
2025-12-03,"indiana","Flu ED visits pct",2025-08-09,0.04
2025-12-03,"indiana","Flu ED visits pct",2025-08-16,0.03
2025-12-03,"indiana","Flu ED visits pct",2025-08-23,0.04
2025-12-03,"indiana","Flu ED visits pct",2025-08-30,0.05
2025-12-03,"indiana","Flu ED visits pct",2025-09-06,0.06
2025-12-03,"indiana","Flu ED visits pct",2025-09-13,0.07
2025-12-03,"indiana","Flu ED visits pct",2025-09-20,0.05
2025-12-03,"indiana","Flu ED visits pct",2025-09-27,0.04
2025-12-03,"indiana","Flu ED visits pct",2025-10-04,0.07
2025-12-03,"indiana","Flu ED visits pct",2025-10-11,0.08
2025-12-03,"indiana","Flu ED visits pct",2025-10-18,0.1
2025-12-03,"indiana","Flu ED visits pct",2025-10-25,0.07
2025-12-03,"indiana","Flu ED visits pct",2025-11-01,0.12
2025-12-03,"indiana","Flu ED visits pct",2025-11-08,0.17
2025-12-03,"indiana","Flu ED visits pct",2025-11-15,0.27
2025-12-03,"indiana","Flu ED visits pct",2025-11-22,0.54
2025-12-03,"indiana","Flu ED visits pct",2025-11-29,0.83
2025-12-03,"indianapolis","Flu ED visits pct",2025-08-02,0.01
2025-12-03,"indianapolis","Flu ED visits pct",2025-08-09,0.06
2025-12-03,"indianapolis","Flu ED visits pct",2025-08-16,0.06
2025-12-03,"indianapolis","Flu ED visits pct",2025-08-23,0.04
2025-12-03,"indianapolis","Flu ED visits pct",2025-08-30,0.06
2025-12-03,"indianapolis","Flu ED visits pct",2025-09-06,0.08
2025-12-03,"indianapolis","Flu ED visits pct",2025-09-13,0.12
2025-12-03,"indianapolis","Flu ED visits pct",2025-09-20,0.05
2025-12-03,"indianapolis","Flu ED visits pct",2025-09-27,0.03
2025-12-03,"indianapolis","Flu ED visits pct",2025-10-04,0.04
2025-12-03,"indianapolis","Flu ED visits pct",2025-10-11,0.08
2025-12-03,"indianapolis","Flu ED visits pct",2025-10-18,0.1
2025-12-03,"indianapolis","Flu ED visits pct",2025-10-25,0.09
2025-12-03,"indianapolis","Flu ED visits pct",2025-11-01,0.11
2025-12-03,"indianapolis","Flu ED visits pct",2025-11-08,0.27
2025-12-03,"indianapolis","Flu ED visits pct",2025-11-15,0.3
2025-12-03,"indianapolis","Flu ED visits pct",2025-11-22,0.54
2025-12-03,"indianapolis","Flu ED visits pct",2025-11-29,0.86
2025-12-03,"maine","Flu ED visits pct",2025-08-02,0.07
2025-12-03,"maine","Flu ED visits pct",2025-08-09,0.06
2025-12-03,"maine","Flu ED visits pct",2025-08-16,0.05
2025-12-03,"maine","Flu ED visits pct",2025-08-23,0.02
2025-12-03,"maine","Flu ED visits pct",2025-08-30,0.03
2025-12-03,"maine","Flu ED visits pct",2025-09-06,0.04
2025-12-03,"maine","Flu ED visits pct",2025-09-13,0.01
2025-12-03,"maine","Flu ED visits pct",2025-09-20,0.09
2025-12-03,"maine","Flu ED visits pct",2025-09-27,0.06
2025-12-03,"maine","Flu ED visits pct",2025-10-04,0.14
2025-12-03,"maine","Flu ED visits pct",2025-10-11,0.08
2025-12-03,"maine","Flu ED visits pct",2025-10-18,0.07
2025-12-03,"maine","Flu ED visits pct",2025-10-25,0.08
2025-12-03,"maine","Flu ED visits pct",2025-11-01,0.14
2025-12-03,"maine","Flu ED visits pct",2025-11-08,0.18
2025-12-03,"maine","Flu ED visits pct",2025-11-15,0.16
2025-12-03,"maine","Flu ED visits pct",2025-11-22,0.25
2025-12-03,"maine","Flu ED visits pct",2025-11-29,0.52
2025-12-03,"portland","Flu ED visits pct",2025-08-02,0.06
2025-12-03,"portland","Flu ED visits pct",2025-08-09,0.07
2025-12-03,"portland","Flu ED visits pct",2025-08-16,0.07
2025-12-03,"portland","Flu ED visits pct",2025-08-23,0
2025-12-03,"portland","Flu ED visits pct",2025-08-30,0
2025-12-03,"portland","Flu ED visits pct",2025-09-06,0.07
2025-12-03,"portland","Flu ED visits pct",2025-09-13,0
2025-12-03,"portland","Flu ED visits pct",2025-09-20,0.05
2025-12-03,"portland","Flu ED visits pct",2025-09-27,0
2025-12-03,"portland","Flu ED visits pct",2025-10-04,0.07
2025-12-03,"portland","Flu ED visits pct",2025-10-11,0.05
2025-12-03,"portland","Flu ED visits pct",2025-10-18,0.08
2025-12-03,"portland","Flu ED visits pct",2025-10-25,0.15
2025-12-03,"portland","Flu ED visits pct",2025-11-01,0.08
2025-12-03,"portland","Flu ED visits pct",2025-11-08,0.23
2025-12-03,"portland","Flu ED visits pct",2025-11-15,0.05
2025-12-03,"portland","Flu ED visits pct",2025-11-22,0.24
2025-12-03,"portland","Flu ED visits pct",2025-11-29,0.4
2025-12-03,"bangor","Flu ED visits pct",2025-08-02,0
2025-12-03,"bangor","Flu ED visits pct",2025-08-09,0.07
2025-12-03,"bangor","Flu ED visits pct",2025-08-16,0.03
2025-12-03,"bangor","Flu ED visits pct",2025-08-23,0.03
2025-12-03,"bangor","Flu ED visits pct",2025-08-30,0.03
2025-12-03,"bangor","Flu ED visits pct",2025-09-06,0.07
2025-12-03,"bangor","Flu ED visits pct",2025-09-13,0
2025-12-03,"bangor","Flu ED visits pct",2025-09-20,0.07
2025-12-03,"bangor","Flu ED visits pct",2025-09-27,0.11
2025-12-03,"bangor","Flu ED visits pct",2025-10-04,0.39
2025-12-03,"bangor","Flu ED visits pct",2025-10-11,0.14
2025-12-03,"bangor","Flu ED visits pct",2025-10-18,0.04
2025-12-03,"bangor","Flu ED visits pct",2025-10-25,0.08
2025-12-03,"bangor","Flu ED visits pct",2025-11-01,0.12
2025-12-03,"bangor","Flu ED visits pct",2025-11-08,0.19
2025-12-03,"bangor","Flu ED visits pct",2025-11-15,0.25
2025-12-03,"bangor","Flu ED visits pct",2025-11-22,0.46
2025-12-03,"bangor","Flu ED visits pct",2025-11-29,1.39
2025-12-03,"maryland","Flu ED visits pct",2025-08-02,0.05
2025-12-03,"maryland","Flu ED visits pct",2025-08-09,0.06
2025-12-03,"maryland","Flu ED visits pct",2025-08-16,0.07
2025-12-03,"maryland","Flu ED visits pct",2025-08-23,0.07
2025-12-03,"maryland","Flu ED visits pct",2025-08-30,0.09
2025-12-03,"maryland","Flu ED visits pct",2025-09-06,0.09
2025-12-03,"maryland","Flu ED visits pct",2025-09-13,0.12
2025-12-03,"maryland","Flu ED visits pct",2025-09-20,0.08
2025-12-03,"maryland","Flu ED visits pct",2025-09-27,0.1
2025-12-03,"maryland","Flu ED visits pct",2025-10-04,0.11
2025-12-03,"maryland","Flu ED visits pct",2025-10-11,0.09
2025-12-03,"maryland","Flu ED visits pct",2025-10-18,0.12
2025-12-03,"maryland","Flu ED visits pct",2025-10-25,0.18
2025-12-03,"maryland","Flu ED visits pct",2025-11-01,0.25
2025-12-03,"maryland","Flu ED visits pct",2025-11-08,0.36
2025-12-03,"maryland","Flu ED visits pct",2025-11-15,0.53
2025-12-03,"maryland","Flu ED visits pct",2025-11-22,1.08
2025-12-03,"maryland","Flu ED visits pct",2025-11-29,1.86
2025-12-03,"baltimore","Flu ED visits pct",2025-08-02,0.04
2025-12-03,"baltimore","Flu ED visits pct",2025-08-09,0.03
2025-12-03,"baltimore","Flu ED visits pct",2025-08-16,0.04
2025-12-03,"baltimore","Flu ED visits pct",2025-08-23,0.04
2025-12-03,"baltimore","Flu ED visits pct",2025-08-30,0.09
2025-12-03,"baltimore","Flu ED visits pct",2025-09-06,0.08
2025-12-03,"baltimore","Flu ED visits pct",2025-09-13,0.16
2025-12-03,"baltimore","Flu ED visits pct",2025-09-20,0.09
2025-12-03,"baltimore","Flu ED visits pct",2025-09-27,0.09
2025-12-03,"baltimore","Flu ED visits pct",2025-10-04,0.07
2025-12-03,"baltimore","Flu ED visits pct",2025-10-11,0.08
2025-12-03,"baltimore","Flu ED visits pct",2025-10-18,0.11
2025-12-03,"baltimore","Flu ED visits pct",2025-10-25,0.15
2025-12-03,"baltimore","Flu ED visits pct",2025-11-01,0.26
2025-12-03,"baltimore","Flu ED visits pct",2025-11-08,0.41
2025-12-03,"baltimore","Flu ED visits pct",2025-11-15,0.54
2025-12-03,"baltimore","Flu ED visits pct",2025-11-22,1.39
2025-12-03,"baltimore","Flu ED visits pct",2025-11-29,2.18
2025-12-03,"harford","Flu ED visits pct",2025-08-02,0
2025-12-03,"harford","Flu ED visits pct",2025-08-09,0.04
2025-12-03,"harford","Flu ED visits pct",2025-08-16,0.05
2025-12-03,"harford","Flu ED visits pct",2025-08-23,0.14
2025-12-03,"harford","Flu ED visits pct",2025-08-30,0.13
2025-12-03,"harford","Flu ED visits pct",2025-09-06,0.09
2025-12-03,"harford","Flu ED visits pct",2025-09-13,0.04
2025-12-03,"harford","Flu ED visits pct",2025-09-20,0
2025-12-03,"harford","Flu ED visits pct",2025-09-27,0
2025-12-03,"harford","Flu ED visits pct",2025-10-04,0.09
2025-12-03,"harford","Flu ED visits pct",2025-10-11,0
2025-12-03,"harford","Flu ED visits pct",2025-10-18,0.14
2025-12-03,"harford","Flu ED visits pct",2025-10-25,0
2025-12-03,"harford","Flu ED visits pct",2025-11-01,0.24
2025-12-03,"harford","Flu ED visits pct",2025-11-08,0.41
2025-12-03,"harford","Flu ED visits pct",2025-11-15,0.91
2025-12-03,"harford","Flu ED visits pct",2025-11-22,1.01
2025-12-03,"harford","Flu ED visits pct",2025-11-29,2.31
2025-12-03,"montgomery","Flu ED visits pct",2025-08-02,0.07
2025-12-03,"montgomery","Flu ED visits pct",2025-08-09,0.03
2025-12-03,"montgomery","Flu ED visits pct",2025-08-16,0.08
2025-12-03,"montgomery","Flu ED visits pct",2025-08-23,0.08
2025-12-03,"montgomery","Flu ED visits pct",2025-08-30,0.07
2025-12-03,"montgomery","Flu ED visits pct",2025-09-06,0.05
2025-12-03,"montgomery","Flu ED visits pct",2025-09-13,0.1
2025-12-03,"montgomery","Flu ED visits pct",2025-09-20,0.04
2025-12-03,"montgomery","Flu ED visits pct",2025-09-27,0.06
2025-12-03,"montgomery","Flu ED visits pct",2025-10-04,0.08
2025-12-03,"montgomery","Flu ED visits pct",2025-10-11,0.1
2025-12-03,"montgomery","Flu ED visits pct",2025-10-18,0.08
2025-12-03,"montgomery","Flu ED visits pct",2025-10-25,0.18
2025-12-03,"montgomery","Flu ED visits pct",2025-11-01,0.22
2025-12-03,"montgomery","Flu ED visits pct",2025-11-08,0.38
2025-12-03,"montgomery","Flu ED visits pct",2025-11-15,0.57
2025-12-03,"montgomery","Flu ED visits pct",2025-11-22,0.94
2025-12-03,"montgomery","Flu ED visits pct",2025-11-29,1.82
2025-12-03,"frederick","Flu ED visits pct",2025-08-02,0.07
2025-12-03,"frederick","Flu ED visits pct",2025-08-09,0.07
2025-12-03,"frederick","Flu ED visits pct",2025-08-16,0.2
2025-12-03,"frederick","Flu ED visits pct",2025-08-23,0.07
2025-12-03,"frederick","Flu ED visits pct",2025-08-30,0.07
2025-12-03,"frederick","Flu ED visits pct",2025-09-06,0.27
2025-12-03,"frederick","Flu ED visits pct",2025-09-13,0.06
2025-12-03,"frederick","Flu ED visits pct",2025-09-20,0.06
2025-12-03,"frederick","Flu ED visits pct",2025-09-27,0.19
2025-12-03,"frederick","Flu ED visits pct",2025-10-04,0.26
2025-12-03,"frederick","Flu ED visits pct",2025-10-11,0.13
2025-12-03,"frederick","Flu ED visits pct",2025-10-18,0.2
2025-12-03,"frederick","Flu ED visits pct",2025-10-25,0.39
